,source_node,target_node,Unnamed: 0_x,urlkey_x,id_x,Source,merge_key_x,Unnamed: 0_y,urlkey_y,id_y,Target,merge_key_y
92,9886,3833,24,ria,9886,Rich Internet Applications,9886,10,softwaredev,3833,Software Development,3833
93,472792,3833,12984,software-engineers,472792,Software Engineers,472792,10,softwaredev,3833,Software Development,3833
94,29971,3833,1070,machine-learning,29971,Machine Learning,29971,10,softwaredev,3833,Software Development,3833
95,1064,3833,277,python,1064,Python,1064,10,softwaredev,3833,Software Development,3833
96,16136,3833,574,asp-net,16136,ASP.NET,16136,10,softwaredev,3833,Software Development,3833
97,7029,3833,0,javascript,7029,JavaScript,7029,10,softwaredev,3833,Software Development,3833
98,563,3833,7,opensource,563,Open Source,563,10,softwaredev,3833,Software Development,3833
99,39012,3833,1596,arduino,39012,Arduino,39012,10,softwaredev,3833,Software Development,3833
100,30924,3833,15443,context-driven-testing,30924,Context driven testing,30924,10,softwaredev,3833,Software Development,3833
101,15167,3833,100,cloud-computing,15167,Cloud Computing,15167,10,softwaredev,3833,Software Development,3833
102,101438,3833,735,makerspaces,101438,Makerspaces,101438,10,softwaredev,3833,Software Development,3833
103,21441,3833,67,mobile-development,21441,Mobile Development,21441,10,softwaredev,3833,Software Development,3833
104,52273,3833,7285,net-development,52273,.net development,52273,10,softwaredev,3833,Software Development,3833
105,56473,3833,2569,software-architecture,56473,Software Architecture,56473,10,softwaredev,3833,Software Development,3833
106,432742,3833,7565,microsoft-net-user-group,432742,Microsoft .Net User Group,432742,10,softwaredev,3833,Software Development,3833
107,35062,3833,2837,best-practices-in-it-web-solutions-design-and-dev,35062,Best Practices in IT/Web Solutions Design and Dev,35062,10,softwaredev,3833,Software Development,3833
108,80644,3833,383,testing-tools,80644,Testing Tools,80644,10,softwaredev,3833,Software Development,3833
109,16216,3833,41,mobile-technology,16216,Mobile Technology,16216,10,softwaredev,3833,Software Development,3833
110,17628,3833,88,programming-languages,17628,Programming Languages,17628,10,softwaredev,3833,Software Development,3833
111,659,3833,8,webdesign,659,Web Design,659,10,softwaredev,3833,Software Development,3833
112,121863,3833,5452,asp-net-mvc,121863,ASP.NET MVC,121863,10,softwaredev,3833,Software Development,3833
113,752732,3833,1963,windows-8,752732,Windows 8,752732,10,softwaredev,3833,Software Development,3833
114,25435,3833,267,test-driven-development,25435,Test Driven Development,25435,10,softwaredev,3833,Software Development,3833
115,162265,3833,10244,qa-professionals,162265,QA Professionals,162265,10,softwaredev,3833,Software Development,3833
116,1238,3833,48,marketing,1238,Marketing,1238,10,softwaredev,3833,Software Development,3833
117,56555,3833,656,javascript-libraries,56555,JavaScript Libraries,56555,10,softwaredev,3833,Software Development,3833
118,19882,3833,43,entrepreneurship,19882,Entrepreneurship,19882,10,softwaredev,3833,Software Development,3833
119,10553,3833,1163,django,10553,Django,10553,10,softwaredev,3833,Software Development,3833
120,21681,3833,44,startup-businesses,21681,Startup Businesses,21681,10,softwaredev,3833,Software Development,3833
121,62946,3833,598,new-product-development-software-tech,62946,New Product Development: Software & Tech,62946,10,softwaredev,3833,Software Development,3833
122,438992,3833,1960,windows-8-development,438992,Windows 8 Development,438992,10,softwaredev,3833,Software Development,3833
123,827,3833,57,dotnet,827,.NET,827,10,softwaredev,3833,Software Development,3833
124,9696,3833,1,newtech,9696,New Technology,9696,10,softwaredev,3833,Software Development,3833
125,122934,3833,384,behaviour-driven-testing,122934,Behaviour Driven Testing,122934,10,softwaredev,3833,Software Development,3833
126,28205,3833,8735,database-design-development,28205,Database Design & Development,28205,10,softwaredev,3833,Software Development,3833
127,42277,3833,269,software-qa-and-testing,42277,Software QA and Testing,42277,10,softwaredev,3833,Software Development,3833
128,917262,1064,7659,open-source-python,917262,Open source python,917262,277,python,1064,Python,1064
129,130436,1064,7655,getting-started-with-python,130436,Getting started with Python,130436,277,python,1064,Python,1064
130,150645,1064,8874,agile-programming-and-python,150645,Agile programming and Python,150645,277,python,1064,Python,1064
131,3833,1064,10,softwaredev,3833,Software Development,3833,277,python,1064,Python,1064
132,1481522,1064,10339,data-science-using-python,1481522,Data Science using Python,1481522,277,python,1064,Python,1064
133,917242,1064,4424,python-web-development,917242,Python Web Development,917242,277,python,1064,Python,1064
134,17629,1064,18051,stackless-python,17629,Stackless Python,17629,277,python,1064,Python,1064
135,48471,1064,32,computer-programming,48471,Computer programming,48471,277,python,1064,Python,1064
136,1064,1064,277,python,1064,Python,1064,277,python,1064,Python,1064
137,17628,1064,88,programming-languages,17628,Programming Languages,17628,277,python,1064,Python,1064
138,10553,1064,1163,django,10553,Django,10553,277,python,1064,Python,1064
139,917262,917242,7659,open-source-python,917262,Open source python,917262,4424,python-web-development,917242,Python Web Development,917242
140,130436,917242,7655,getting-started-with-python,130436,Getting started with Python,130436,4424,python-web-development,917242,Python Web Development,917242
141,150645,917242,8874,agile-programming-and-python,150645,Agile programming and Python,150645,4424,python-web-development,917242,Python Web Development,917242
142,3833,917242,10,softwaredev,3833,Software Development,3833,4424,python-web-development,917242,Python Web Development,917242
143,1481522,917242,10339,data-science-using-python,1481522,Data Science using Python,1481522,4424,python-web-development,917242,Python Web Development,917242
144,917242,917242,4424,python-web-development,917242,Python Web Development,917242,4424,python-web-development,917242,Python Web Development,917242
145,17629,917242,18051,stackless-python,17629,Stackless Python,17629,4424,python-web-development,917242,Python Web Development,917242
146,48471,917242,32,computer-programming,48471,Computer programming,48471,4424,python-web-development,917242,Python Web Development,917242
147,1064,917242,277,python,1064,Python,1064,4424,python-web-development,917242,Python Web Development,917242
148,17628,917242,88,programming-languages,17628,Programming Languages,17628,4424,python-web-development,917242,Python Web Development,917242
149,10553,917242,1163,django,10553,Django,10553,4424,python-web-development,917242,Python Web Development,917242
150,917262,17628,7659,open-source-python,917262,Open source python,917262,88,programming-languages,17628,Programming Languages,17628
151,130436,17628,7655,getting-started-with-python,130436,Getting started with Python,130436,88,programming-languages,17628,Programming Languages,17628
152,150645,17628,8874,agile-programming-and-python,150645,Agile programming and Python,150645,88,programming-languages,17628,Programming Languages,17628
153,10102,17628,11,internetpro,10102,Internet Professionals,10102,88,programming-languages,17628,Programming Languages,17628
154,15582,17628,3,web-development,15582,Web Development,15582,88,programming-languages,17628,Programming Languages,17628
155,3833,17628,10,softwaredev,3833,Software Development,3833,88,programming-languages,17628,Programming Languages,17628
156,78565,17628,68,html5,78565,HTML5,78565,88,programming-languages,17628,Programming Languages,17628
157,1481522,17628,10339,data-science-using-python,1481522,Data Science using Python,1481522,88,programming-languages,17628,Programming Languages,17628
158,10579,17628,29,technology,10579,Technology,10579,88,programming-languages,17628,Programming Languages,17628
159,10209,17628,2,web,10209,Web Technology,10209,88,programming-languages,17628,Programming Languages,17628
160,917242,17628,4424,python-web-development,917242,Python Web Development,917242,88,programming-languages,17628,Programming Languages,17628
161,17629,17628,18051,stackless-python,17629,Stackless Python,17629,88,programming-languages,17628,Programming Languages,17628
162,85951,17628,4,javascript-frameworks,85951,JavaScript Frameworks,85951,88,programming-languages,17628,Programming Languages,17628
163,48471,17628,32,computer-programming,48471,Computer programming,48471,88,programming-languages,17628,Programming Languages,17628
164,1064,17628,277,python,1064,Python,1064,88,programming-languages,17628,Programming Languages,17628
165,563,17628,7,opensource,563,Open Source,563,88,programming-languages,17628,Programming Languages,17628
166,21441,17628,67,mobile-development,21441,Mobile Development,21441,88,programming-languages,17628,Programming Languages,17628
167,16216,17628,41,mobile-technology,16216,Mobile Technology,16216,88,programming-languages,17628,Programming Languages,17628
168,17628,17628,88,programming-languages,17628,Programming Languages,17628,88,programming-languages,17628,Programming Languages,17628
169,10553,17628,1163,django,10553,Django,10553,88,programming-languages,17628,Programming Languages,17628
170,62946,17628,598,new-product-development-software-tech,62946,New Product Development: Software & Tech,62946,88,programming-languages,17628,Programming Languages,17628
171,9696,17628,1,newtech,9696,New Technology,9696,88,programming-languages,17628,Programming Languages,17628
172,917262,1481522,7659,open-source-python,917262,Open source python,917262,10339,data-science-using-python,1481522,Data Science using Python,1481522
173,130436,1481522,7655,getting-started-with-python,130436,Getting started with Python,130436,10339,data-science-using-python,1481522,Data Science using Python,1481522
174,150645,1481522,8874,agile-programming-and-python,150645,Agile programming and Python,150645,10339,data-science-using-python,1481522,Data Science using Python,1481522
175,3833,1481522,10,softwaredev,3833,Software Development,3833,10339,data-science-using-python,1481522,Data Science using Python,1481522
176,1481522,1481522,10339,data-science-using-python,1481522,Data Science using Python,1481522,10339,data-science-using-python,1481522,Data Science using Python,1481522
177,917242,1481522,4424,python-web-development,917242,Python Web Development,917242,10339,data-science-using-python,1481522,Data Science using Python,1481522
178,17629,1481522,18051,stackless-python,17629,Stackless Python,17629,10339,data-science-using-python,1481522,Data Science using Python,1481522
179,48471,1481522,32,computer-programming,48471,Computer programming,48471,10339,data-science-using-python,1481522,Data Science using Python,1481522
180,1064,1481522,277,python,1064,Python,1064,10339,data-science-using-python,1481522,Data Science using Python,1481522
181,17628,1481522,88,programming-languages,17628,Programming Languages,17628,10339,data-science-using-python,1481522,Data Science using Python,1481522
182,10553,1481522,1163,django,10553,Django,10553,10339,data-science-using-python,1481522,Data Science using Python,1481522
183,917262,48471,7659,open-source-python,917262,Open source python,917262,32,computer-programming,48471,Computer programming,48471
184,133666,48471,3931,product-management-in-agile,133666,Product management in agile,133666,32,computer-programming,48471,Computer programming,48471
185,71692,48471,214,software-craftsmanship,71692,Software Craftsmanship,71692,32,computer-programming,48471,Computer programming,48471
186,130436,48471,7655,getting-started-with-python,130436,Getting started with Python,130436,32,computer-programming,48471,Computer programming,48471
187,150645,48471,8874,agile-programming-and-python,150645,Agile programming and Python,150645,32,computer-programming,48471,Computer programming,48471
188,10102,48471,11,internetpro,10102,Internet Professionals,10102,32,computer-programming,48471,Computer programming,48471
189,2260,48471,261,csharp,2260,C#,2260,32,computer-programming,48471,Computer programming,48471
190,15582,48471,3,web-development,15582,Web Development,15582,32,computer-programming,48471,Computer programming,48471
191,66339,48471,1863,windows-azure-platform,66339,Windows Azure Platform,66339,32,computer-programming,48471,Computer programming,48471
192,438282,48471,3369,agile-transformation,438282,Agile Transformation,438282,32,computer-programming,48471,Computer programming,48471
193,10043,48471,205,scrum,10043,Scrum,10043,32,computer-programming,48471,Computer programming,48471
194,16137,48471,263,jquery,16137,JQuery,16137,32,computer-programming,48471,Computer programming,48471
195,3833,48471,10,softwaredev,3833,Software Development,3833,32,computer-programming,48471,Computer programming,48471
196,78565,48471,68,html5,78565,HTML5,78565,32,computer-programming,48471,Computer programming,48471
197,21123,48471,792,hacking,21123,Hacking,21123,32,computer-programming,48471,Computer programming,48471
198,38660,48471,121,lean-startup,38660,Lean Startup,38660,32,computer-programming,48471,Computer programming,48471
199,921432,48471,2328,meteor,921432,Meteor,921432,32,computer-programming,48471,Computer programming,48471
200,1481522,48471,10339,data-science-using-python,1481522,Data Science using Python,1481522,32,computer-programming,48471,Computer programming,48471
201,438272,48471,3646,agile-leadership,438272,Agile Leadership,438272,32,computer-programming,48471,Computer programming,48471
202,5938,48471,401,xp,5938,Extreme Programming,5938,32,computer-programming,48471,Computer programming,48471
203,257541,48471,4515,dev-ops,257541,Dev Ops,257541,32,computer-programming,48471,Computer programming,48471
204,122939,48471,904,agile-coaching,122939,Agile Coaching,122939,32,computer-programming,48471,Computer programming,48471
205,105100,48471,1957,xaml,105100,XAML,105100,32,computer-programming,48471,Computer programming,48471
206,7203,48471,22,edtech,7203,Education & Technology,7203,32,computer-programming,48471,Computer programming,48471
207,20346,48471,75,android-developers,20346,Android Development,20346,32,computer-programming,48471,Computer programming,48471
208,10579,48471,29,technology,10579,Technology,10579,32,computer-programming,48471,Computer programming,48471
209,7848,48471,726,electronics,7848,Electronics,7848,32,computer-programming,48471,Computer programming,48471
210,37339,48471,404,kanban,37339,Kanban,37339,32,computer-programming,48471,Computer programming,48471
211,10209,48471,2,web,10209,Web Technology,10209,32,computer-programming,48471,Computer programming,48471
212,16325,48471,602,software-engineering,16325,Software Engineering,16325,32,computer-programming,48471,Computer programming,48471
213,917242,48471,4424,python-web-development,917242,Python Web Development,917242,32,computer-programming,48471,Computer programming,48471
214,1245,48471,1063,databasepro,1245,Database Professionals,1245,32,computer-programming,48471,Computer programming,48471
215,867522,48471,3371,explore-agile-scrum-xp-lean-kanban,867522,Explore: Agile Scrum XP Lean Kanban,867522,32,computer-programming,48471,Computer programming,48471
216,18062,48471,433,big-data,18062,Big Data,18062,32,computer-programming,48471,Computer programming,48471
217,17629,48471,18051,stackless-python,17629,Stackless Python,17629,32,computer-programming,48471,Computer programming,48471
218,61781,48471,148,ux-design,61781,UX Design,61781,32,computer-programming,48471,Computer programming,48471
219,85951,48471,4,javascript-frameworks,85951,JavaScript Frameworks,85951,32,computer-programming,48471,Computer programming,48471
220,15720,48471,172,professional-networking,15720,Professional Networking,15720,32,computer-programming,48471,Computer programming,48471
221,405512,48471,2320,backbone-js,405512,Backbone.js,405512,32,computer-programming,48471,Computer programming,48471
222,21506,48471,1283,database-development,21506,Database Development,21506,32,computer-programming,48471,Computer programming,48471
223,107583,48471,3958,ui-design,107583,UI Design,107583,32,computer-programming,48471,Computer programming,48471
224,48471,48471,32,computer-programming,48471,Computer programming,48471,32,computer-programming,48471,Computer programming,48471
225,7463,48471,4172,sqlserver,7463,SQL Server,7463,32,computer-programming,48471,Computer programming,48471
226,43887,48471,733,makers,43887,Makers,43887,32,computer-programming,48471,Computer programming,48471
227,102811,48471,572,data-science,102811,Data Science,102811,32,computer-programming,48471,Computer programming,48471
228,18060,48471,1067,hadoop,18060,Hadoop,18060,32,computer-programming,48471,Computer programming,48471
229,15121,48471,3335,leadership,15121,Leadership,15121,32,computer-programming,48471,Computer programming,48471
230,17635,48471,42,business-strategy,17635,Business Strategy,17635,32,computer-programming,48471,Computer programming,48471
231,108403,48471,122,technology-startups,108403,Technology Startups,108403,32,computer-programming,48471,Computer programming,48471
232,21549,48471,83,agile-project-management,21549,Agile Project Management,21549,32,computer-programming,48471,Computer programming,48471
233,9886,48471,24,ria,9886,Rich Internet Applications,9886,32,computer-programming,48471,Computer programming,48471
234,472792,48471,12984,software-engineers,472792,Software Engineers,472792,32,computer-programming,48471,Computer programming,48471
235,29971,48471,1070,machine-learning,29971,Machine Learning,29971,32,computer-programming,48471,Computer programming,48471
236,1064,48471,277,python,1064,Python,1064,32,computer-programming,48471,Computer programming,48471
237,55324,48471,566,data-mining,55324,Data Mining,55324,32,computer-programming,48471,Computer programming,48471
238,16136,48471,574,asp-net,16136,ASP.NET,16136,32,computer-programming,48471,Computer programming,48471
239,7029,48471,0,javascript,7029,JavaScript,7029,32,computer-programming,48471,Computer programming,48471
240,563,48471,7,opensource,563,Open Source,563,32,computer-programming,48471,Computer programming,48471
241,39012,48471,1596,arduino,39012,Arduino,39012,32,computer-programming,48471,Computer programming,48471
242,10494,48471,1297,datamanagement,10494,Data Management,10494,32,computer-programming,48471,Computer programming,48471
243,15167,48471,100,cloud-computing,15167,Cloud Computing,15167,32,computer-programming,48471,Computer programming,48471
244,101438,48471,735,makerspaces,101438,Makerspaces,101438,32,computer-programming,48471,Computer programming,48471
245,21441,48471,67,mobile-development,21441,Mobile Development,21441,32,computer-programming,48471,Computer programming,48471
246,52273,48471,7285,net-development,52273,.net development,52273,32,computer-programming,48471,Computer programming,48471
247,56473,48471,2569,software-architecture,56473,Software Architecture,56473,32,computer-programming,48471,Computer programming,48471
248,118991,48471,3190,lean-project-management,118991,Lean Project Management,118991,32,computer-programming,48471,Computer programming,48471
249,432742,48471,7565,microsoft-net-user-group,432742,Microsoft .Net User Group,432742,32,computer-programming,48471,Computer programming,48471
250,16216,48471,41,mobile-technology,16216,Mobile Technology,16216,32,computer-programming,48471,Computer programming,48471
251,17628,48471,88,programming-languages,17628,Programming Languages,17628,32,computer-programming,48471,Computer programming,48471
252,659,48471,8,webdesign,659,Web Design,659,32,computer-programming,48471,Computer programming,48471
253,121863,48471,5452,asp-net-mvc,121863,ASP.NET MVC,121863,32,computer-programming,48471,Computer programming,48471
254,25435,48471,267,test-driven-development,25435,Test Driven Development,25435,32,computer-programming,48471,Computer programming,48471
255,10538,48471,432,businessintell,10538,Business Intelligence,10538,32,computer-programming,48471,Computer programming,48471
256,56555,48471,656,javascript-libraries,56555,JavaScript Libraries,56555,32,computer-programming,48471,Computer programming,48471
257,19882,48471,43,entrepreneurship,19882,Entrepreneurship,19882,32,computer-programming,48471,Computer programming,48471
258,10553,48471,1163,django,10553,Django,10553,32,computer-programming,48471,Computer programming,48471
259,21681,48471,44,startup-businesses,21681,Startup Businesses,21681,32,computer-programming,48471,Computer programming,48471
260,62946,48471,598,new-product-development-software-tech,62946,New Product Development: Software & Tech,62946,32,computer-programming,48471,Computer programming,48471
261,827,48471,57,dotnet,827,.NET,827,32,computer-programming,48471,Computer programming,48471
262,9696,48471,1,newtech,9696,New Technology,9696,32,computer-programming,48471,Computer programming,48471
263,37381,48471,563,data-visualization,37381,Data Visualization,37381,32,computer-programming,48471,Computer programming,48471
264,30928,48471,438,data-analytics,30928,Data Analytics,30928,32,computer-programming,48471,Computer programming,48471
265,28205,48471,8735,database-design-development,28205,Database Design & Development,28205,32,computer-programming,48471,Computer programming,48471
266,383411,48471,573,big-data-analytics,383411,Big Data Analytics,383411,32,computer-programming,48471,Computer programming,48471
267,42277,48471,269,software-qa-and-testing,42277,Software QA and Testing,42277,32,computer-programming,48471,Computer programming,48471
268,917262,130436,7659,open-source-python,917262,Open source python,917262,7655,getting-started-with-python,130436,Getting started with Python,130436
269,130436,130436,7655,getting-started-with-python,130436,Getting started with Python,130436,7655,getting-started-with-python,130436,Getting started with Python,130436
270,150645,130436,8874,agile-programming-and-python,150645,Agile programming and Python,150645,7655,getting-started-with-python,130436,Getting started with Python,130436
271,3833,130436,10,softwaredev,3833,Software Development,3833,7655,getting-started-with-python,130436,Getting started with Python,130436
272,1481522,130436,10339,data-science-using-python,1481522,Data Science using Python,1481522,7655,getting-started-with-python,130436,Getting started with Python,130436
273,917242,130436,4424,python-web-development,917242,Python Web Development,917242,7655,getting-started-with-python,130436,Getting started with Python,130436
274,17629,130436,18051,stackless-python,17629,Stackless Python,17629,7655,getting-started-with-python,130436,Getting started with Python,130436
275,48471,130436,32,computer-programming,48471,Computer programming,48471,7655,getting-started-with-python,130436,Getting started with Python,130436
276,1064,130436,277,python,1064,Python,1064,7655,getting-started-with-python,130436,Getting started with Python,130436
277,17628,130436,88,programming-languages,17628,Programming Languages,17628,7655,getting-started-with-python,130436,Getting started with Python,130436
278,10553,130436,1163,django,10553,Django,10553,7655,getting-started-with-python,130436,Getting started with Python,130436
