,source_node,target_node,Unnamed: 0_x,urlkey_x,id_x,Source,merge_key_x,Unnamed: 0_y,urlkey_y,id_y,Target,merge_key_y
41,450862,450862,1961,windows-8-metro-app-development,450862,Windows 8 Metro App Development,450862,1961,windows-8-metro-app-development,450862,Windows 8 Metro App Development,450862
42,3833,450862,10,softwaredev,3833,Software Development,3833,1961,windows-8-metro-app-development,450862,Windows 8 Metro App Development,450862
43,438992,450862,1960,windows-8-development,438992,Windows 8 Development,438992,1961,windows-8-metro-app-development,450862,Windows 8 Metro App Development,450862
44,99537,450862,2413,microsoft-technology,99537,Microsoft Technology,99537,1961,windows-8-metro-app-development,450862,Windows 8 Metro App Development,450862
45,21441,85534,67,mobile-development,21441,Mobile Development,21441,5612,mobile-design,85534,Mobile Design,85534
46,1215292,85534,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292,5612,mobile-design,85534,Mobile Design,85534
47,133497,85534,1447,windows-phone-developers,133497,Windows Phone Developers,133497,5612,mobile-design,85534,Mobile Design,85534
48,497332,85534,5618,mobile-design-and-development,497332,Mobile Design and Development,497332,5612,mobile-design,85534,Mobile Design,85534
49,827,85534,57,dotnet,827,.NET,827,5612,mobile-design,85534,Mobile Design,85534
50,2260,85534,261,csharp,2260,C#,2260,5612,mobile-design,85534,Mobile Design,85534
51,16216,85534,41,mobile-technology,16216,Mobile Technology,16216,5612,mobile-design,85534,Mobile Design,85534
52,51642,85534,1956,windows-phone,51642,Windows Phone,51642,5612,mobile-design,85534,Mobile Design,85534
53,752732,85534,1963,windows-8,752732,Windows 8,752732,5612,mobile-design,85534,Mobile Design,85534
54,85534,85534,5612,mobile-design,85534,Mobile Design,85534,5612,mobile-design,85534,Mobile Design,85534
55,104717,85534,2065,user-interface-design,104717,User Interface Design,104717,5612,mobile-design,85534,Mobile Design,85534
56,450862,85534,1961,windows-8-metro-app-development,450862,Windows 8 Metro App Development,450862,5612,mobile-design,85534,Mobile Design,85534
57,3833,85534,10,softwaredev,3833,Software Development,3833,5612,mobile-design,85534,Mobile Design,85534
58,438992,85534,1960,windows-8-development,438992,Windows 8 Development,438992,5612,mobile-design,85534,Mobile Design,85534
59,99537,85534,2413,microsoft-technology,99537,Microsoft Technology,99537,5612,mobile-design,85534,Mobile Design,85534
60,21441,497332,67,mobile-development,21441,Mobile Development,21441,5618,mobile-design-and-development,497332,Mobile Design and Development,497332
61,1215292,497332,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292,5618,mobile-design-and-development,497332,Mobile Design and Development,497332
62,133497,497332,1447,windows-phone-developers,133497,Windows Phone Developers,133497,5618,mobile-design-and-development,497332,Mobile Design and Development,497332
63,497332,497332,5618,mobile-design-and-development,497332,Mobile Design and Development,497332,5618,mobile-design-and-development,497332,Mobile Design and Development,497332
64,827,497332,57,dotnet,827,.NET,827,5618,mobile-design-and-development,497332,Mobile Design and Development,497332
65,2260,497332,261,csharp,2260,C#,2260,5618,mobile-design-and-development,497332,Mobile Design and Development,497332
66,16216,497332,41,mobile-technology,16216,Mobile Technology,16216,5618,mobile-design-and-development,497332,Mobile Design and Development,497332
67,51642,497332,1956,windows-phone,51642,Windows Phone,51642,5618,mobile-design-and-development,497332,Mobile Design and Development,497332
68,752732,497332,1963,windows-8,752732,Windows 8,752732,5618,mobile-design-and-development,497332,Mobile Design and Development,497332
69,85534,497332,5612,mobile-design,85534,Mobile Design,85534,5618,mobile-design-and-development,497332,Mobile Design and Development,497332
70,104717,497332,2065,user-interface-design,104717,User Interface Design,104717,5618,mobile-design-and-development,497332,Mobile Design and Development,497332
71,450862,497332,1961,windows-8-metro-app-development,450862,Windows 8 Metro App Development,450862,5618,mobile-design-and-development,497332,Mobile Design and Development,497332
72,3833,497332,10,softwaredev,3833,Software Development,3833,5618,mobile-design-and-development,497332,Mobile Design and Development,497332
73,438992,497332,1960,windows-8-development,438992,Windows 8 Development,438992,5618,mobile-design-and-development,497332,Mobile Design and Development,497332
74,99537,497332,2413,microsoft-technology,99537,Microsoft Technology,99537,5618,mobile-design-and-development,497332,Mobile Design and Development,497332
75,21441,3833,67,mobile-development,21441,Mobile Development,21441,10,softwaredev,3833,Software Development,3833
76,1215292,3833,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292,10,softwaredev,3833,Software Development,3833
77,133497,3833,1447,windows-phone-developers,133497,Windows Phone Developers,133497,10,softwaredev,3833,Software Development,3833
78,35062,3833,2837,best-practices-in-it-web-solutions-design-and-dev,35062,Best Practices in IT/Web Solutions Design and Dev,35062,10,softwaredev,3833,Software Development,3833
79,497332,3833,5618,mobile-design-and-development,497332,Mobile Design and Development,497332,10,softwaredev,3833,Software Development,3833
80,48471,3833,32,computer-programming,48471,Computer programming,48471,10,softwaredev,3833,Software Development,3833
81,827,3833,57,dotnet,827,.NET,827,10,softwaredev,3833,Software Development,3833
82,2260,3833,261,csharp,2260,C#,2260,10,softwaredev,3833,Software Development,3833
83,172426,3833,2562,software-development-technologies,172426,Software Development Technologies,172426,10,softwaredev,3833,Software Development,3833
84,15582,3833,3,web-development,15582,Web Development,15582,10,softwaredev,3833,Software Development,3833
85,16216,3833,41,mobile-technology,16216,Mobile Technology,16216,10,softwaredev,3833,Software Development,3833
86,842232,3833,4743,software-development-process,842232,Software Development Process,842232,10,softwaredev,3833,Software Development,3833
87,659,3833,8,webdesign,659,Web Design,659,10,softwaredev,3833,Software Development,3833
88,85951,3833,4,javascript-frameworks,85951,JavaScript Frameworks,85951,10,softwaredev,3833,Software Development,3833
89,51642,3833,1956,windows-phone,51642,Windows Phone,51642,10,softwaredev,3833,Software Development,3833
90,752732,3833,1963,windows-8,752732,Windows 8,752732,10,softwaredev,3833,Software Development,3833
91,85534,3833,5612,mobile-design,85534,Mobile Design,85534,10,softwaredev,3833,Software Development,3833
92,104717,3833,2065,user-interface-design,104717,User Interface Design,104717,10,softwaredev,3833,Software Development,3833
93,450862,3833,1961,windows-8-metro-app-development,450862,Windows 8 Metro App Development,450862,10,softwaredev,3833,Software Development,3833
94,16325,3833,602,software-engineering,16325,Software Engineering,16325,10,softwaredev,3833,Software Development,3833
95,3833,3833,10,softwaredev,3833,Software Development,3833,10,softwaredev,3833,Software Development,3833
96,88244,3833,4740,social-networking-for-software-developers,88244,Social Networking for Software Developers,88244,10,softwaredev,3833,Software Development,3833
97,438992,3833,1960,windows-8-development,438992,Windows 8 Development,438992,10,softwaredev,3833,Software Development,3833
98,99537,3833,2413,microsoft-technology,99537,Microsoft Technology,99537,10,softwaredev,3833,Software Development,3833
99,78565,3833,68,html5,78565,HTML5,78565,10,softwaredev,3833,Software Development,3833
100,921432,3833,2328,meteor,921432,Meteor,921432,10,softwaredev,3833,Software Development,3833
101,16137,3833,263,jquery,16137,JQuery,16137,10,softwaredev,3833,Software Development,3833
102,9886,3833,24,ria,9886,Rich Internet Applications,9886,10,softwaredev,3833,Software Development,3833
103,62946,3833,598,new-product-development-software-tech,62946,New Product Development: Software & Tech,62946,10,softwaredev,3833,Software Development,3833
104,91146,3833,4741,tech-talks,91146,Tech Talks,91146,10,softwaredev,3833,Software Development,3833
105,9696,3833,1,newtech,9696,New Technology,9696,10,softwaredev,3833,Software Development,3833
106,405512,3833,2320,backbone-js,405512,Backbone.js,405512,10,softwaredev,3833,Software Development,3833
107,7029,3833,0,javascript,7029,JavaScript,7029,10,softwaredev,3833,Software Development,3833
108,56555,3833,656,javascript-libraries,56555,JavaScript Libraries,56555,10,softwaredev,3833,Software Development,3833
109,563,3833,7,opensource,563,Open Source,563,10,softwaredev,3833,Software Development,3833
110,10209,3833,2,web,10209,Web Technology,10209,10,softwaredev,3833,Software Development,3833
111,21441,16216,67,mobile-development,21441,Mobile Development,21441,41,mobile-technology,16216,Mobile Technology,16216
112,1215292,16216,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292,41,mobile-technology,16216,Mobile Technology,16216
113,133497,16216,1447,windows-phone-developers,133497,Windows Phone Developers,133497,41,mobile-technology,16216,Mobile Technology,16216
114,497332,16216,5618,mobile-design-and-development,497332,Mobile Design and Development,497332,41,mobile-technology,16216,Mobile Technology,16216
115,827,16216,57,dotnet,827,.NET,827,41,mobile-technology,16216,Mobile Technology,16216
116,2260,16216,261,csharp,2260,C#,2260,41,mobile-technology,16216,Mobile Technology,16216
117,16216,16216,41,mobile-technology,16216,Mobile Technology,16216,41,mobile-technology,16216,Mobile Technology,16216
118,51642,16216,1956,windows-phone,51642,Windows Phone,51642,41,mobile-technology,16216,Mobile Technology,16216
119,752732,16216,1963,windows-8,752732,Windows 8,752732,41,mobile-technology,16216,Mobile Technology,16216
120,85534,16216,5612,mobile-design,85534,Mobile Design,85534,41,mobile-technology,16216,Mobile Technology,16216
121,104717,16216,2065,user-interface-design,104717,User Interface Design,104717,41,mobile-technology,16216,Mobile Technology,16216
122,450862,16216,1961,windows-8-metro-app-development,450862,Windows 8 Metro App Development,450862,41,mobile-technology,16216,Mobile Technology,16216
123,3833,16216,10,softwaredev,3833,Software Development,3833,41,mobile-technology,16216,Mobile Technology,16216
124,438992,16216,1960,windows-8-development,438992,Windows 8 Development,438992,41,mobile-technology,16216,Mobile Technology,16216
125,99537,16216,2413,microsoft-technology,99537,Microsoft Technology,99537,41,mobile-technology,16216,Mobile Technology,16216
126,21441,827,67,mobile-development,21441,Mobile Development,21441,57,dotnet,827,.NET,827
127,1215292,827,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292,57,dotnet,827,.NET,827
128,133497,827,1447,windows-phone-developers,133497,Windows Phone Developers,133497,57,dotnet,827,.NET,827
129,497332,827,5618,mobile-design-and-development,497332,Mobile Design and Development,497332,57,dotnet,827,.NET,827
130,827,827,57,dotnet,827,.NET,827,57,dotnet,827,.NET,827
131,2260,827,261,csharp,2260,C#,2260,57,dotnet,827,.NET,827
132,16216,827,41,mobile-technology,16216,Mobile Technology,16216,57,dotnet,827,.NET,827
133,51642,827,1956,windows-phone,51642,Windows Phone,51642,57,dotnet,827,.NET,827
134,752732,827,1963,windows-8,752732,Windows 8,752732,57,dotnet,827,.NET,827
135,85534,827,5612,mobile-design,85534,Mobile Design,85534,57,dotnet,827,.NET,827
136,104717,827,2065,user-interface-design,104717,User Interface Design,104717,57,dotnet,827,.NET,827
137,450862,827,1961,windows-8-metro-app-development,450862,Windows 8 Metro App Development,450862,57,dotnet,827,.NET,827
138,3833,827,10,softwaredev,3833,Software Development,3833,57,dotnet,827,.NET,827
139,438992,827,1960,windows-8-development,438992,Windows 8 Development,438992,57,dotnet,827,.NET,827
140,99537,827,2413,microsoft-technology,99537,Microsoft Technology,99537,57,dotnet,827,.NET,827
141,21441,752732,67,mobile-development,21441,Mobile Development,21441,1963,windows-8,752732,Windows 8,752732
142,1215292,752732,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292,1963,windows-8,752732,Windows 8,752732
143,133497,752732,1447,windows-phone-developers,133497,Windows Phone Developers,133497,1963,windows-8,752732,Windows 8,752732
144,497332,752732,5618,mobile-design-and-development,497332,Mobile Design and Development,497332,1963,windows-8,752732,Windows 8,752732
145,827,752732,57,dotnet,827,.NET,827,1963,windows-8,752732,Windows 8,752732
146,2260,752732,261,csharp,2260,C#,2260,1963,windows-8,752732,Windows 8,752732
147,16216,752732,41,mobile-technology,16216,Mobile Technology,16216,1963,windows-8,752732,Windows 8,752732
148,51642,752732,1956,windows-phone,51642,Windows Phone,51642,1963,windows-8,752732,Windows 8,752732
149,752732,752732,1963,windows-8,752732,Windows 8,752732,1963,windows-8,752732,Windows 8,752732
150,85534,752732,5612,mobile-design,85534,Mobile Design,85534,1963,windows-8,752732,Windows 8,752732
151,104717,752732,2065,user-interface-design,104717,User Interface Design,104717,1963,windows-8,752732,Windows 8,752732
152,450862,752732,1961,windows-8-metro-app-development,450862,Windows 8 Metro App Development,450862,1963,windows-8,752732,Windows 8,752732
153,3833,752732,10,softwaredev,3833,Software Development,3833,1963,windows-8,752732,Windows 8,752732
154,438992,752732,1960,windows-8-development,438992,Windows 8 Development,438992,1963,windows-8,752732,Windows 8,752732
155,99537,752732,2413,microsoft-technology,99537,Microsoft Technology,99537,1963,windows-8,752732,Windows 8,752732
156,21441,133497,67,mobile-development,21441,Mobile Development,21441,1447,windows-phone-developers,133497,Windows Phone Developers,133497
157,1215292,133497,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292,1447,windows-phone-developers,133497,Windows Phone Developers,133497
158,133497,133497,1447,windows-phone-developers,133497,Windows Phone Developers,133497,1447,windows-phone-developers,133497,Windows Phone Developers,133497
159,497332,133497,5618,mobile-design-and-development,497332,Mobile Design and Development,497332,1447,windows-phone-developers,133497,Windows Phone Developers,133497
160,827,133497,57,dotnet,827,.NET,827,1447,windows-phone-developers,133497,Windows Phone Developers,133497
161,2260,133497,261,csharp,2260,C#,2260,1447,windows-phone-developers,133497,Windows Phone Developers,133497
162,16216,133497,41,mobile-technology,16216,Mobile Technology,16216,1447,windows-phone-developers,133497,Windows Phone Developers,133497
163,51642,133497,1956,windows-phone,51642,Windows Phone,51642,1447,windows-phone-developers,133497,Windows Phone Developers,133497
164,752732,133497,1963,windows-8,752732,Windows 8,752732,1447,windows-phone-developers,133497,Windows Phone Developers,133497
165,85534,133497,5612,mobile-design,85534,Mobile Design,85534,1447,windows-phone-developers,133497,Windows Phone Developers,133497
166,104717,133497,2065,user-interface-design,104717,User Interface Design,104717,1447,windows-phone-developers,133497,Windows Phone Developers,133497
167,450862,133497,1961,windows-8-metro-app-development,450862,Windows 8 Metro App Development,450862,1447,windows-phone-developers,133497,Windows Phone Developers,133497
168,3833,133497,10,softwaredev,3833,Software Development,3833,1447,windows-phone-developers,133497,Windows Phone Developers,133497
169,438992,133497,1960,windows-8-development,438992,Windows 8 Development,438992,1447,windows-phone-developers,133497,Windows Phone Developers,133497
170,99537,133497,2413,microsoft-technology,99537,Microsoft Technology,99537,1447,windows-phone-developers,133497,Windows Phone Developers,133497
171,21441,99537,67,mobile-development,21441,Mobile Development,21441,2413,microsoft-technology,99537,Microsoft Technology,99537
172,1215292,99537,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292,2413,microsoft-technology,99537,Microsoft Technology,99537
173,133497,99537,1447,windows-phone-developers,133497,Windows Phone Developers,133497,2413,microsoft-technology,99537,Microsoft Technology,99537
174,497332,99537,5618,mobile-design-and-development,497332,Mobile Design and Development,497332,2413,microsoft-technology,99537,Microsoft Technology,99537
175,827,99537,57,dotnet,827,.NET,827,2413,microsoft-technology,99537,Microsoft Technology,99537
176,2260,99537,261,csharp,2260,C#,2260,2413,microsoft-technology,99537,Microsoft Technology,99537
177,16216,99537,41,mobile-technology,16216,Mobile Technology,16216,2413,microsoft-technology,99537,Microsoft Technology,99537
178,51642,99537,1956,windows-phone,51642,Windows Phone,51642,2413,microsoft-technology,99537,Microsoft Technology,99537
179,752732,99537,1963,windows-8,752732,Windows 8,752732,2413,microsoft-technology,99537,Microsoft Technology,99537
180,85534,99537,5612,mobile-design,85534,Mobile Design,85534,2413,microsoft-technology,99537,Microsoft Technology,99537
181,104717,99537,2065,user-interface-design,104717,User Interface Design,104717,2413,microsoft-technology,99537,Microsoft Technology,99537
182,450862,99537,1961,windows-8-metro-app-development,450862,Windows 8 Metro App Development,450862,2413,microsoft-technology,99537,Microsoft Technology,99537
183,3833,99537,10,softwaredev,3833,Software Development,3833,2413,microsoft-technology,99537,Microsoft Technology,99537
184,438992,99537,1960,windows-8-development,438992,Windows 8 Development,438992,2413,microsoft-technology,99537,Microsoft Technology,99537
185,99537,99537,2413,microsoft-technology,99537,Microsoft Technology,99537,2413,microsoft-technology,99537,Microsoft Technology,99537
186,21441,1215292,67,mobile-development,21441,Mobile Development,21441,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292
187,1215292,1215292,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292
188,133497,1215292,1447,windows-phone-developers,133497,Windows Phone Developers,133497,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292
189,497332,1215292,5618,mobile-design-and-development,497332,Mobile Design and Development,497332,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292
190,827,1215292,57,dotnet,827,.NET,827,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292
191,2260,1215292,261,csharp,2260,C#,2260,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292
192,16216,1215292,41,mobile-technology,16216,Mobile Technology,16216,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292
193,51642,1215292,1956,windows-phone,51642,Windows Phone,51642,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292
194,752732,1215292,1963,windows-8,752732,Windows 8,752732,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292
195,85534,1215292,5612,mobile-design,85534,Mobile Design,85534,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292
196,104717,1215292,2065,user-interface-design,104717,User Interface Design,104717,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292
197,450862,1215292,1961,windows-8-metro-app-development,450862,Windows 8 Metro App Development,450862,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292
198,3833,1215292,10,softwaredev,3833,Software Development,3833,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292
199,438992,1215292,1960,windows-8-development,438992,Windows 8 Development,438992,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292
200,99537,1215292,2413,microsoft-technology,99537,Microsoft Technology,99537,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292
201,21441,51642,67,mobile-development,21441,Mobile Development,21441,1956,windows-phone,51642,Windows Phone,51642
202,1215292,51642,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292,1956,windows-phone,51642,Windows Phone,51642
203,133497,51642,1447,windows-phone-developers,133497,Windows Phone Developers,133497,1956,windows-phone,51642,Windows Phone,51642
204,497332,51642,5618,mobile-design-and-development,497332,Mobile Design and Development,497332,1956,windows-phone,51642,Windows Phone,51642
205,827,51642,57,dotnet,827,.NET,827,1956,windows-phone,51642,Windows Phone,51642
206,2260,51642,261,csharp,2260,C#,2260,1956,windows-phone,51642,Windows Phone,51642
207,16216,51642,41,mobile-technology,16216,Mobile Technology,16216,1956,windows-phone,51642,Windows Phone,51642
208,51642,51642,1956,windows-phone,51642,Windows Phone,51642,1956,windows-phone,51642,Windows Phone,51642
209,752732,51642,1963,windows-8,752732,Windows 8,752732,1956,windows-phone,51642,Windows Phone,51642
210,85534,51642,5612,mobile-design,85534,Mobile Design,85534,1956,windows-phone,51642,Windows Phone,51642
211,104717,51642,2065,user-interface-design,104717,User Interface Design,104717,1956,windows-phone,51642,Windows Phone,51642
212,450862,51642,1961,windows-8-metro-app-development,450862,Windows 8 Metro App Development,450862,1956,windows-phone,51642,Windows Phone,51642
213,3833,51642,10,softwaredev,3833,Software Development,3833,1956,windows-phone,51642,Windows Phone,51642
214,438992,51642,1960,windows-8-development,438992,Windows 8 Development,438992,1956,windows-phone,51642,Windows Phone,51642
215,99537,51642,2413,microsoft-technology,99537,Microsoft Technology,99537,1956,windows-phone,51642,Windows Phone,51642
216,21441,438992,67,mobile-development,21441,Mobile Development,21441,1960,windows-8-development,438992,Windows 8 Development,438992
217,1215292,438992,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292,1960,windows-8-development,438992,Windows 8 Development,438992
218,133497,438992,1447,windows-phone-developers,133497,Windows Phone Developers,133497,1960,windows-8-development,438992,Windows 8 Development,438992
219,497332,438992,5618,mobile-design-and-development,497332,Mobile Design and Development,497332,1960,windows-8-development,438992,Windows 8 Development,438992
220,827,438992,57,dotnet,827,.NET,827,1960,windows-8-development,438992,Windows 8 Development,438992
221,2260,438992,261,csharp,2260,C#,2260,1960,windows-8-development,438992,Windows 8 Development,438992
222,16216,438992,41,mobile-technology,16216,Mobile Technology,16216,1960,windows-8-development,438992,Windows 8 Development,438992
223,51642,438992,1956,windows-phone,51642,Windows Phone,51642,1960,windows-8-development,438992,Windows 8 Development,438992
224,752732,438992,1963,windows-8,752732,Windows 8,752732,1960,windows-8-development,438992,Windows 8 Development,438992
225,85534,438992,5612,mobile-design,85534,Mobile Design,85534,1960,windows-8-development,438992,Windows 8 Development,438992
226,104717,438992,2065,user-interface-design,104717,User Interface Design,104717,1960,windows-8-development,438992,Windows 8 Development,438992
227,450862,438992,1961,windows-8-metro-app-development,450862,Windows 8 Metro App Development,450862,1960,windows-8-development,438992,Windows 8 Development,438992
228,3833,438992,10,softwaredev,3833,Software Development,3833,1960,windows-8-development,438992,Windows 8 Development,438992
229,438992,438992,1960,windows-8-development,438992,Windows 8 Development,438992,1960,windows-8-development,438992,Windows 8 Development,438992
230,99537,438992,2413,microsoft-technology,99537,Microsoft Technology,99537,1960,windows-8-development,438992,Windows 8 Development,438992
231,21441,2260,67,mobile-development,21441,Mobile Development,21441,261,csharp,2260,C#,2260
232,1215292,2260,1965,windows-phone-8-development,1215292,Windows Phone 8 Development,1215292,261,csharp,2260,C#,2260
233,133497,2260,1447,windows-phone-developers,133497,Windows Phone Developers,133497,261,csharp,2260,C#,2260
234,497332,2260,5618,mobile-design-and-development,497332,Mobile Design and Development,497332,261,csharp,2260,C#,2260
235,827,2260,57,dotnet,827,.NET,827,261,csharp,2260,C#,2260
236,2260,2260,261,csharp,2260,C#,2260,261,csharp,2260,C#,2260
237,16216,2260,41,mobile-technology,16216,Mobile Technology,16216,261,csharp,2260,C#,2260
238,51642,2260,1956,windows-phone,51642,Windows Phone,51642,261,csharp,2260,C#,2260
239,752732,2260,1963,windows-8,752732,Windows 8,752732,261,csharp,2260,C#,2260
240,85534,2260,5612,mobile-design,85534,Mobile Design,85534,261,csharp,2260,C#,2260
241,104717,2260,2065,user-interface-design,104717,User Interface Design,104717,261,csharp,2260,C#,2260
242,450862,2260,1961,windows-8-metro-app-development,450862,Windows 8 Metro App Development,450862,261,csharp,2260,C#,2260
243,3833,2260,10,softwaredev,3833,Software Development,3833,261,csharp,2260,C#,2260
244,438992,2260,1960,windows-8-development,438992,Windows 8 Development,438992,261,csharp,2260,C#,2260
245,99537,2260,2413,microsoft-technology,99537,Microsoft Technology,99537,261,csharp,2260,C#,2260
246,18060,1245,1067,hadoop,18060,Hadoop,18060,1063,databasepro,1245,Database Professionals,1245
247,55324,1245,566,data-mining,55324,Data Mining,55324,1063,databasepro,1245,Database Professionals,1245
248,10494,1245,1297,datamanagement,10494,Data Management,10494,1063,databasepro,1245,Database Professionals,1245
249,48471,1245,32,computer-programming,48471,Computer programming,48471,1063,databasepro,1245,Database Professionals,1245
250,7463,1245,4172,sqlserver,7463,SQL Server,7463,1063,databasepro,1245,Database Professionals,1245
251,1245,1245,1063,databasepro,1245,Database Professionals,1245,1063,databasepro,1245,Database Professionals,1245
252,102811,1245,572,data-science,102811,Data Science,102811,1063,databasepro,1245,Database Professionals,1245
